experiment,layer,metric,value,ci_low,ci_high,n_images,interpretation
brightness,model.16.eca,equal_mean_gray_error,4.044910895594407e-06,1.3583750865691746e-06,8.182711326659437e-06,72,受控光度诊断
learned_scalar,model.16.eca,learned_alpha,-0.03924560546875,-0.03924560546875,-0.03924560546875,24,训练后标量；符号决定该层校准方向
learned_scalar,model.16.eca,learned_beta,0.061859130859375,0.061859130859375,0.061859130859375,24,训练后标量；符号决定该层校准方向
learned_scalar,model.16.eca,learned_gamma,-0.019805908203125,-0.019805908203125,-0.019805908203125,24,训练后标量；符号决定该层校准方向
brightness,model.19.eca,natural_spearman_gray_vs_corr,-0.7695652173913042,-0.9012259329098848,-0.47516773470552026,24,自然样本中像素灰度与深层 corr 的关联
brightness,model.19.eca,dark_expected_direction_fraction,0.8333333333333334,0.6666666666666666,0.9583333333333334,24,受控光度诊断
brightness,model.19.eca,bright_expected_direction_fraction,0.4583333333333333,0.25,0.6666666666666666,24,受控光度诊断
brightness,model.19.eca,dark_w_bri_increase_fraction,0.8333333333333334,0.6666666666666666,0.9583333333333334,24,受控光度诊断
brightness,model.19.eca,bright_w_bri_decrease_fraction,0.4583333333333333,0.25,0.6666666666666666,24,受控光度诊断
brightness,model.19.eca,mean_abs_corr_change_global_dark,0.0008707481125990549,0.0006322789937257767,0.001110929405937592,24,受控光度诊断
brightness,model.19.eca,mean_abs_corr_change_radial_equal_mean,0.0002534116307894389,0.00018891651804248493,0.000326267909258604,24,受控光度诊断
brightness,model.19.eca,mean_abs_corr_change_linear_equal_mean,0.0001581000785032908,9.542511155207952e-05,0.00022678875053922326,24,受控光度诊断
brightness,model.19.eca,mean_abs_corr_change_local_highlight_equal_mean,0.0001395680010318756,9.83350599805514e-05,0.00018098317086696623,24,受控光度诊断
brightness,model.19.eca,local_highlight_variance_increase_fraction,0.6666666666666666,0.4583333333333333,0.8333333333333334,24,受控光度诊断
brightness,model.19.eca,local_highlight_w_sup_decrease_fraction,0.6666666666666666,0.4583333333333333,0.8333333333333334,24,受控光度诊断
brightness,model.19.eca,mean_local_highlight_variance_change,0.0001357352981964747,-0.00018086078731964034,0.000441171081426243,24,受控光度诊断
brightness,model.19.eca,mean_local_highlight_w_sup_change,-3.213683764139811e-06,-1.122678319613139e-05,5.106131235758464e-06,24,受控光度诊断
brightness,model.19.eca,equal_mean_gray_error,4.044910895594407e-06,1.3583750865691746e-06,8.182711326659437e-06,72,受控光度诊断
learned_scalar,model.19.eca,learned_alpha,-0.002593994140625,-0.002593994140625,-0.002593994140625,24,训练后标量；符号决定该层校准方向
learned_scalar,model.19.eca,learned_beta,0.051025390625,0.051025390625,0.051025390625,24,训练后标量；符号决定该层校准方向
learned_scalar,model.19.eca,learned_gamma,0.016021728515625,0.016021728515625,0.016021728515625,24,训练后标量；符号决定该层校准方向
brightness,model.22.eca,natural_spearman_gray_vs_corr,-0.4434782608695652,-0.7408169326295421,0.015368063548637255,24,自然样本中像素灰度与深层 corr 的关联
brightness,model.22.eca,dark_expected_direction_fraction,0.875,0.75,1.0,24,受控光度诊断
brightness,model.22.eca,bright_expected_direction_fraction,0.75,0.5833333333333334,0.9166666666666666,24,受控光度诊断
brightness,model.22.eca,dark_w_bri_increase_fraction,0.875,0.75,1.0,24,受控光度诊断
brightness,model.22.eca,bright_w_bri_decrease_fraction,0.75,0.5833333333333334,0.9166666666666666,24,受控光度诊断
brightness,model.22.eca,mean_abs_corr_change_global_dark,0.0014209610720475514,0.0007960038259625435,0.002126114722341298,24,受控光度诊断
brightness,model.22.eca,mean_abs_corr_change_radial_equal_mean,0.00046431149045626324,0.0002589525965352853,0.0007435732521116732,24,受控光度诊断
brightness,model.22.eca,mean_abs_corr_change_linear_equal_mean,0.00023864954710006714,0.00016003636022408804,0.000333383399993181,24,受控光度诊断
brightness,model.22.eca,mean_abs_corr_change_local_highlight_equal_mean,0.00018418083588282266,0.00010957621658841769,0.00027385816598931944,24,受控光度诊断
brightness,model.22.eca,local_highlight_variance_increase_fraction,0.7083333333333334,0.5416666666666666,0.875,24,受控光度诊断
brightness,model.22.eca,local_highlight_w_sup_decrease_fraction,0.6666666666666666,0.4583333333333333,0.8333333333333334,24,受控光度诊断
brightness,model.22.eca,mean_local_highlight_variance_change,0.00047116664548714954,0.00012434693053364754,0.0008399283358206351,24,受控光度诊断
brightness,model.22.eca,mean_local_highlight_w_sup_change,-3.4794211387634277e-06,-6.2068924307823185e-06,-9.23623641331992e-07,24,受控光度诊断
brightness,model.22.eca,equal_mean_gray_error,4.044910895594407e-06,1.3583750865691746e-06,8.182711326659437e-06,72,受控光度诊断
learned_scalar,model.22.eca,learned_alpha,0.0193634033203125,0.0193634033203125,0.0193634033203125,24,训练后标量；符号决定该层校准方向
